desc;label
Chyba walnę kilka drinków, może nakręcą mnie,;dżem
Ty chwycisz mnie za rękę;dżem
Ta noc i rozlała się;dżem
Dlaczego kochamy się tylko w snach;dżem
Że świat straci mnie;dżem
czegoś brak, czegoś brak;dżem
Znów jestem sam, tak potwornie sam,;dżem
Czasie, dlaczego mijasz;wodecki
Być może blisko tuż, tuż;wodecki
Teren bardzo grząski,;wodecki
Spotkam cię znów;dżem
Łóżko krzesło płyty dwie.;dżem
Ten ktoś jest, z tobą jest;wodecki
Gdzie łąki jak ze snów;dżem
ukryć ciężko tak,;dżem
(Nie słuchać zgiełku, którym wrze);wodecki
Że w tym właśnie sens;dżem
kto z miejscowych nie zna kto,;dżem
I oto już po chwili tężeje w chłodzie;wodecki
z Panem Bogiem,;wodecki
Daj jedną szansę mi;dżem
Nakładasz lat makijaż;wodecki
A jutro niesie nadzieję i;dżem
Nie chcę myśleć ile tego uzbierało się;dżem
Czerwony jak cegła, rozgrzany jak piec,;dżem
I pęknie zaraz na dwa, na dwa;wodecki
Ja to wiem;dżem
gdy mylę się,;wodecki
Z wielkich świateł w stronę zimy;wodecki
Uciszyłem serce teraz ja;dżem
Boże daj mu dom, cichy kąt i psa.;dżem
Co by było gdyby tak zatrzymać ten czas;dżem
że wielką szansę mam;dżem
Chałupy welcome to!;wodecki
Zastanów się choć raz: Na co ci ten żal?;dżem
Nie martw się o własny finał;wodecki
właśnie ten;dżem
i klaruj wina swe!;wodecki
Świat jest pełen ludzi takich jak Ty i Ja;dżem
Rajderów raj po życia kres;dżem
Jak długo czekam, sam już nie wiem,;dżem
z tym, co wiązało mnie;dżem
I obrazek za trzy złote w ręku mam;dżem
Zamiast ojca, matki skład przedmiotów masz.;dżem
Ja już się nie zmienię;dżem
nikt już nie, o nikt nie namówi mnie;dżem
Nasze szczęście w nas;wodecki
milczę wciąż,;dżem
siedzę na ławce mego rancza,;dżem
Które nosiłem przez tyle lat.;dżem
(chwyć w mocną dłoń groźną swą broń!);wodecki
I to niezły zwierz!;wodecki
W podskokach poprzez las;wodecki
Mnie, mnie, mnie;dżem
Zatopieni w grząskich drogach;wodecki
Po prostu drażni mnie (tak drażni mnie);wodecki
Wino za kotarą,;wodecki
Mój kwartet smyczkowy narodził się z czasem;wodecki
Każdy kto sprawdził się na szosie;dżem
Bo dżem to jest blues;dżem
Bo nie jesteś sam;dżem
Można spotkać golasa;wodecki
Leżałem rok później na koca połówce;wodecki
Mają swój sens.;dżem
Aż przechodzi dreszcz! (dreszcz);wodecki
Bo dżem to jest blues;dżem
Już nie czuję nic;dżem
Nasze szczęście w nas;wodecki
i spróbuj wejść na szczyt.;wodecki
Jak na deszczu łza;dżem
Jeszcze płoną w mokrej ciszy;wodecki
Teraz z innym jest na stałe,;dżem
Gdzie wszystko idzie gładko, gdzie;dżem
a jednak inaczej;dżem
Zejść na psy!;dżem
wielki Modugno nie śpiewa już.;wodecki
Cicha noc, święta noc,;wodecki
Boże daj dom, Boże daj mu dom.;dżem
Jesienny wieczór szybko zapadł,;dżem
A przy tym nas poganiasz?;wodecki
Brniemy cisi, brniemy wierni;wodecki
I coś;dżem
Spłoszone słowa;wodecki
coraz to głębiej, głębiej do dna;dżem
abym został na dłużej gdzieś;dżem
gdy zapomnę, że;wodecki
Golców cały tłum.;wodecki
Odszedł, a ciało swe pogodził z ptakiem.;dżem
W Twoich oczach słońca dwa;wodecki
Pozwalasz nam samotnieć?;wodecki
To tylko słowa, lecz;dżem
To nie ja;wodecki
Byłaś dobra zawsze dla mnie.;wodecki
Opowie ci szeptem - A kto? A poduszka!;wodecki
Milcząco, bezpowrotnie;wodecki
Ale jedno wiem po latach,;dżem
Obłęd w moim sercu,;dżem
Gdy stare z nowym toczy bój;wodecki
Gdy ktoś przy mnie jest, może ty?;wodecki
Wierzę ciągle, że coś zdarzy się...;dżem
Niech się wreszcie stanie;dżem
Nie martw się o własny finał;wodecki
Bujam się od rana do wieczora;dżem
I gdzie indziej też! (też);wodecki
A przy tym nas poganiasz?;wodecki
Postawi ciężki but;wodecki
czuję zapach Twój, egzotyczny kwiat,;dżem
który raz na sto lat;wodecki
Dalej sam na ławce tej - Ty wiesz:;dżem
Że świat straci mnie;dżem
nie, nie pójdę nigdzie z nią;dżem
Nie holuj smutku za sobą,;dżem
dziś sentymentów nadszedł dzień;dżem
Nie uwierzę, nie uwierzę w cud;dżem
Sen, sen, sen;dżem
Znajdziesz słabość swą i marzenia blask;dżem
W którym noca śnią;wodecki
Że przestała nagle lśnić;wodecki
wiara i siła, by wygrać z tym;dżem
Cichy kąt, cichy kąt,;dżem
Ciao, ciao, Bambino - milczy Marino,;wodecki
Wszystko tu na pokaz, z telewizji świat.;dżem
jedno słowo, a tyle mieści się;dżem
Chodziłbym na piwo i do kina;dżem
Boże daj mu dom, daj mu dom, cichy, cichy kąt.;dżem
w porannej mgle,;wodecki
Potem w białej sukni staną sady jeszcze raz;wodecki
Ciao, ciao, Bambino - milczy Marino,;wodecki
Przemierzyłem ziemię;dżem
duszę swą zaprzedał światu pędzli stu;dżem
Jesteś cudowny lecz uparty,;dżem
(Śmiało, na bój, torero,);wodecki
Zawsze będę żył już tak;dżem
w zastaw dałem jedyne palto;dżem
Naburmuszył, zniknął gniew;wodecki
Nie widziałeś, skręcasz w lewo, chcesz już iść;dżem
Gdy znów braknie słów;wodecki
wspominam dawnych rytmów czas;dżem
Pamiętaj, że;dżem
Za czym gonię tak i co odnaleźć chcę;dżem
odkupienie win,;wodecki
Ja mogłem wszystko mieć, każdy dom, każdą furę;dżem
By późną nocą po niej mknąć;dżem
Złamałem kilka serc.;dżem
Mogę jedynie tutaj czekać,;dżem
Pewnego dnia, pewnego dnia pękło niebo;dżem
nie zawsze całkiem złych;dżem
Albo być, albo mieć;dżem
Już widać go stąd;wodecki
Coraz bliżej brzeg;wodecki
Gdy na gitarze grał Joe Murzyn;dżem
Chałupy welcome to Bahama mama luz;wodecki
Gładzę czule jej ciało, skradam się do jej ust,;dżem
Dookoła ludzi gwar;dżem
Komu czarna nić;wodecki
Basia, Basia, Basia, Basia, Basia, Basia, Baś...;wodecki
Spotykam braci, którzy nocą;dżem
Liryczny szkic;wodecki
Za nimi las;wodecki
Że świat straci mnie;dżem
Nie rozgrzeszy rozłożone Pismo Święte;dżem
Cicha noc, święta noc,;wodecki
Jak co roku w Chałupach;wodecki
Idź zawsze do przodu.;dżem
Dobry świt nie budzi już tak wcześnie nas;wodecki
ale brakuje słów;dżem
Zostać tu czy nie;dżem
Będzie pamiętać o mych imieninach!;wodecki
A to, co zwie się kres;wodecki
Bo w tym cały sens istnienia;dżem
Kłótnie zmieniasz w letni miód;wodecki
potrzebujesz mnie.;wodecki
Diabli mi zrobili żart;dżem
I nie bój się;wodecki
Życie za krótkie jest.;dżem
Bujam się od rana do wieczora;dżem
Głównie - gdy sypia sam!;wodecki
I w powodzi słów;dżem
Chciałem zatrzymać czas na wieczność;dżem
skąd tylko dziki kot;dżem
Dam ci sady pełne wiśni, wszystkie swoje myśli, słońce, śnieg i deszcz;wodecki
Przy tym żonaty i w dodatku Ignac;wodecki
Już ruszam tam gdzie światło;dżem
Teraz jestem cieniem cienia;dżem
W trawie płomyki nagietek i chryzantem;wodecki
Wiem, bowiem mam kochanie,;wodecki
Gdy już pusty jest (pusty jest);wodecki
Pewnie ciężki znów będzie dzień;dżem
jednak ze swej listy nie skreślaj proszę mnie;dżem
Nie powiedziałem ani słowa;dżem
Bo nie mogła tego znieść;dżem
Kogo spotka sam Pan Bóg stary,;wodecki
Chciała w życiu tylko mnie. (teraz);dżem
Sny podróżnika;wodecki
Jak twój i mój dom;wodecki
Kocham Cię, już wiem;dżem
I w katedrze krótka drzemka, parę chwil;dżem
zobaczyć mógł jakiś znak;dżem
w tysiąc i pierwszą noc,;wodecki
Pamiętaj;dżem
Kiedyś przecież zapomnę, że;dżem
Daj mi chleba z dżemem;dżem
Nadlatują stada słów;dżem
Tam żaden zgred, tam żaden zgred,;dżem
poczekaj stary choć jeden dzień;dżem
Nie holuj smutku za sobą,;dżem
Jeszcze wczoraj;dżem
Powoli szli.;wodecki
Choć może głupio to brzmi,;dżem
Na stole rozsypana sól;wodecki
i spróbuj wejść na szczyt.;wodecki
w prawdę i fałsz, kłamstwo i grzech;dżem
jeszcze mam nadziei cień;dżem
lecz jak odnaleźć rym,;dżem
To tylko pretekst, by zerwać się;dżem
I to niezły zwierz!;wodecki
Aż łza się w oku szkli;wodecki
W bezsilnej złości cicho klnę,;dżem
że na jawie to będziesz Ty;dżem
Ten bar;dżem
By w końcu się odważyć i zapukać tam;dżem
Stawali na krótko.;wodecki
Coś się zmieniło;dżem
Tak niewiele brakowało;dżem
Ty chciałabyś by było jak dawniej;dżem
Cierpliwość masz;wodecki
pozdrawia cały świat;wodecki
Jak staw pełen łez (pełen łez);wodecki
Boże pomóż mi,;dżem
O tak, poplątane życie;dżem
Bardzo brutalnie obszedł się z dziewczęciem;wodecki
I odeszła w siną dal;dżem
Wczoraj wieczorem znowu urwał mi się film;dżem
Tam żeglugi kres;wodecki
Ironii czuję smak;dżem
Niech dobry Bóg;dżem
Basia, Basia, Basia, Basia, Basia, Basia, Baś...;wodecki
Zanim się znowu schowasz,;dżem
I już nie wyjdzie nic;wodecki
I w powodzi słów;dżem
Dobranoc! niech odpoczną po łzach twoje oczy,;wodecki
Do rzymskich reguł gry;wodecki
Boże daj dom, daj mu dom.;dżem
Doszła... Ze sznurkiem szarpie się Ignacy;wodecki
Teraz śpij;dżem
A ty;dżem
radości moc ci śle.;wodecki
Pozwalasz nam samotnieć?;wodecki
Zawsze warto być człowiekiem,;dżem
tęsknią do ich dłoni.;wodecki
zamilkli wszyscy w krąg, niejeden z trwogi zbladł.;wodecki
Siaba, Siaba, Siaba, Siaba, Siaba, Sia...;wodecki
Problemy zostaw tym,;dżem
nie odda się,;wodecki
Powoli szli.;wodecki
Milcząco, bezpowrotnie;wodecki
By nieba zwalać z nóg;wodecki
Pozwalasz nam samotnieć?;wodecki
został jeszcze nadziei cień;dżem
Kto na ślubnym kobiercu stanie,;wodecki
Potem powoli, w górę, nie w dół;dżem
Czasie, dlaczego odchodzisz;wodecki
A jak nazywał się ten ptaszek, jak? Przepiórka!;wodecki
Daj mi chleba z dżemem;dżem
Siejąc smutek i zwątpienie;dżem
To przecież nic;wodecki
czy ktoś z was zrozumie to 2x;dżem
na to by sobą być;dżem
Ale jedno wiem po latach;dżem
dotknij mnie dłonią swą;dżem
Zrywam i rzucam precz.;wodecki
Kojarzę się sobie od dziś z kontrabasem;wodecki
Polish Barbados i Galapagos;wodecki
Szukać jej, wierzyć w nią;wodecki
Kto w swym cieniu będzie człapał,;wodecki
I chłód ogarnął wszystkie serca,;dżem
Miałem dokąd iść;dżem
wszystko jak dawniej;dżem
Więc lepiej milcz;dżem
Stada bzdur;dżem
Fizycznie była nieźle rozwinięta;wodecki
A nadzieja to jest;wodecki
weź lepiej je;wodecki
Już powolutku nakręcam się...;dżem
że chociaż jeden raz;dżem
Chałupy welcome to!;wodecki
W labiryncie ulic odnalazłem Cię,;dżem
Buty, pięści, pas,;dżem
Zamknijmy drzwi do domu;wodecki
Sprzedać żeby zagrać znów;dżem
Lecz kiedy w mieście czasem mija ją;wodecki
Już nie będzie cieplej dziś;dżem
Ale nie jest źle, o nie!;dżem
Czy ktoś z Was zrozumie to,;dżem
Polish Barbados i Galapagos;wodecki
Jeszcze wczoraj;dżem
narodził się Boży Syn,;wodecki
Zerwałem z tym, co przeszkadza mi wierzyć;dżem
Na zawsze z Tobą być;dżem
Nie żartuj, żarty się skończyły;dżem
Ukryty w lesie słów;wodecki
I modlitwa zaraz potem;dżem
Niech wiatr głaszcze ci skroń,;wodecki
Ciężkie jest powietrze;dżem
Chałupy welcome to!;wodecki
Daj mi chleba z dżemem;dżem
twój wstaje świt,;wodecki
W sadach płoną jabłka;wodecki
Choć forsa mi wypycha kieszeń,;dżem
Co spotkać Cię może,;dżem
Wchodzę do środka i za chwilę,;dżem
Aż przechodzi dreszcz! (dreszcz);wodecki
Milcząco, bezpowrotnie;wodecki
Znajdziesz słabość swą i marzenia blask;dżem
nie skreślaj mnie;dżem
Kto w swym cieniu będzie człapał,;wodecki
Milcząco, bezpowrotnie;wodecki
Porywa spokój;dżem
znasz je.;wodecki
Nie oglądaj się wstecz, o nie.;dżem
zobaczyć mógł;dżem
A tak! Ktoś z nich zrobił poduszkę dla córki;wodecki
Zrywam i rzucam precz.;wodecki
W którym się miniemy znów;wodecki
Ty nie płacz, tak;dżem
Choć niby jeszcze w sercach gra;wodecki
Że często w skórę Robinsona chciałbym wejść;wodecki
Szkoda że nie jest tak;dżem
Przegrywa co dzień;dżem
Bujam się od rana do wieczora;dżem
Się trzyma wiersz pod parą,;wodecki
schodzi zwiedzać świat;wodecki
I bardzo cienki, długi warkoczyk;wodecki
Daj jedną szansę mi;dżem
Blues Albama tak go zwał.;dżem
Chłop z wiosną chce na wojnę,;wodecki
Będę święty za lat parę;dżem
Blues Alabama, Alabama;dżem
Tak trudno wtedy mi uwierzyć;dżem
Choć może głupio to brzmi,;dżem
Przemierzać bosą stopą Ziemię wzdłuż i wszerz;wodecki
Nie słuchać tego zgiełku, którym miasto wrze;wodecki
Zamkniętych dni;wodecki
Żona zostawiła mnie;dżem
Gdy już pusty jest;wodecki
Kto na ślubnym kobiercu stanie,;wodecki
Aż do znudzenia snuję Ci;wodecki
Zastanów się, czego;dżem
Daj mi szansę chociaż raz;dżem
bierze parasol i okulary;wodecki
Gdy kopniakami wymierzał karę za Twój grzech.;dżem
Śpij, nocą śnij;dżem
Jesteś dla mnie tak daleka;dżem
Kto?;dżem
Bo w maju tak mnie bierze,;wodecki
Dlaczego uciekasz jak złodziej;wodecki
Krzykliwe miasto męczy wprost i drażni mnie;wodecki
Joba mam na punkcie kart;dżem
Że nic nie kończy się;wodecki
Magiczna droga 66;dżem
a u żłobka Matka Święta;wodecki
Mogły wracać do swych starych gniazd;wodecki
Diabli mi zrobili żart;dżem
słoneczny blask;wodecki
Daj mi chleba z dżemem;dżem
(Przemierzać wszerz);wodecki
Nie, nie wierzysz, że;dżem
Biorą namiar na plażę;wodecki
szare są i kolorowe;dżem
a jego płyty pokrywa kurz.;wodecki
Po co nam deszcz? -;wodecki
Opatrunek z gipsu,;wodecki
Nie kosztuje cię nic;dżem
zielone myśli Twe;dżem
Porywa spokój;dżem
Mała;dżem
miałem własną żonę i dom;dżem
przecież kocham Cię.;wodecki
W koronach sypiać drzew (w koronach sypiać drzew);wodecki
A przecież cyrk ciągle trwa, wciąż się gra;wodecki
Ja wzruszam się,;wodecki
A być może, gdy zobaczysz właśnie je;dżem
Prosty cel;dżem
bo chodzisz za mną jak,;dżem
Trudno zdusić ją,;dżem
Chociaż raz, jeden raz;dżem
Cała na biało - nic nie wystawało;wodecki
A co ta poduszka? Ano ta poduszka;wodecki
Niech zły sen Cię nigdy więcej nie obudzi;dżem
to nie jest grzech,;dżem
Potem z tobą na trawę;dżem
i forsy brak;dżem
Robią wszystkich w bambusa;wodecki
Że stracisz wiarę, gdy;wodecki
Nikt nas brawami nie nagradza nikt;wodecki
Wspomnienia paru miejsc.;dżem
Gdyby wciąż pustymi ulicami;wodecki
13-piątek, kot i lustro;wodecki
Nikt nas brawami nie nagradza nikt;wodecki
Zwykły błąd;wodecki
który to odwyk, sam nie wiem, nie;dżem
odkupienie win.;wodecki
jak go nazwali Murzyn Joe;dżem
Śmiejesz się znów;dżem
jak mocno ja kocham Cię, Cię;dżem
Zaczęło się ot tak;dżem
To było wiosną, byłem tam;dżem
Dookoła ludzi szum;dżem
Pech zmieniłaś w miód i śmiech;wodecki
Potrzebujesz - mnie.;wodecki
Nawet - gdy robię źle,;wodecki
Nasze szczęście w nas;wodecki
złamać strach, złamać wstyd!;dżem
Czemu zwiastujesz rozstania;wodecki
Naburmuszył, zniknął gniew;wodecki
Przyszła do nas, gdy nie było nic;wodecki
Jakbym gęganiem budził Rzym;wodecki
Sobie na złość;dżem
Zaklinają deszcz.;wodecki
już słońca brzask;wodecki
Niech gra w twoim uchu i gdy myśl zamroczy,;wodecki
Mam przecież na papierze;wodecki
Ani dużo ani mało;dżem
śmiać się czy grać..śmiać się czy grać..;dżem
Gdzie ten cel???;dżem
Nasz ląd i nasz dom;wodecki
Byłem cieniem;dżem
Gdyby wciąż pustymi ulicami;wodecki
Milcząco, bezpowrotnie;wodecki
z czym tylu ludzi przegrywa co dzień;dżem
Idź zawsze do przodu,;dżem
Choć figowy liść.;wodecki
A ty;dżem
Więc cóż, że już zmierzch;wodecki
Drobnych parę zranień,;wodecki
Kto choć jeden kupi dziś?;dżem
Przeważnie nie grypsuje.;dżem
Noc, mgła;dżem
Nosiła dźwięczne imię - Imogena.;wodecki
Chwytaj dzień!;wodecki
Dobry sprzyja wiatr;wodecki
Że drzemie we mnie zwierzę;wodecki
Od życia chcieć;dżem
Tego czym w życiu, życie się słodzi;dżem
Aby sobą być, prawdzie patrzeć w twarz,;dżem
gdy milczą, milcz;wodecki
i rozumiesz.;wodecki
Czerwony Kapturek, radosny Kapturek...;wodecki
Dlaczego nocą krzyk podrywa z łóżka mnie;dżem
Nie, nie wierzysz, że;dżem
Pomyślcie chłopcy, co nam zostało;dżem
Czemu zwiastujesz rozstania;wodecki
Może słońcu było wstyd, a noc głęboka jak bas;wodecki
I teraz już każdy zna;wodecki
Wszystko to, czego chcesz;dżem
I że dobrze było mi z nią.;dżem
Żegluga bez celu;wodecki
Nadziei aortą;wodecki
Wymazywałem z głowy;dżem
aby sobą być;dżem
Joba mam na punkcie kart;dżem
Czary;wodecki
Bo przecież nie wiesz,;dżem
A być może, gdy zobaczysz je;dżem
Cały ten świat nie znaczy nic a nic...;dżem
Wreszcie otworzył, stanął tak i patrzy...;wodecki
do słonka i do chmurek;wodecki
Milcząco, bezpowrotnie;wodecki
By powiedzieć, że wiesz;wodecki
i patrz.;wodecki
[Solo na trąbce];wodecki
abym mógł przed siebie iść;dżem
Jakiś grosz przydałby się, przyjaciół zabrać gdzieś;dżem
zbudź się;wodecki
Kiedyś wyrwę się stąd zostawię to;dżem
Dobrze wiem o tym, lecz;wodecki
Chociaż kocham Cię, wszystko nie tak.;dżem
Basia, Basia, Basia, Basia, Basia, Basia, Baś...;wodecki
Aż do jesieni;wodecki
Nocą, jak biała dama, wstaje mgła;wodecki
Bo przecież serce kwili, jak młody złodziej;wodecki
W poprzek, wszerz i wzdłuż;dżem
Kiedy kochasz;dżem
Znajduję wreszcie budkę gdzieś,;dżem
ale nie jest źle o nie;dżem
Blues Alabama, Alabama;dżem
Jutro odważę się ten pierwszy raz.;dżem
Na drodze życia 66?;dżem
Będę miał własny dom;dżem
Siedziałem na kocu już przy wiolonczeli;wodecki
i najlepiej wie;wodecki
Nie szukałem zemsty w niebie.;dżem
Trudno mi się zgodzić z tym;wodecki
Się trzyma wiersz pod parą,;wodecki
To tu normalka - ktoś pociesza mnie;dżem
trzymaj się w życiu tego, co nietrwałe,;wodecki
Że to już dym;wodecki
gdzieś tam po czwartej pustej butelce;dżem
Wciąż się gra;wodecki
To wszystko jakieś czary;wodecki
Ulic mrok, place też;wodecki
Nawet powiedział jej ten straszny człowiek;wodecki
Na trawę położyć się;dżem
Nie wiem jak mam to zrobić, ona zawstydza mnie,;dżem
Rok, rok, rok;dżem
Tam żeglugi kres;wodecki
No i wódy czasem brak;dżem
Spod gór;wodecki
Czerwony Kapturek, wesoły Kapturek;wodecki
Czasie, dlaczego odchodzisz;wodecki
Bo nie mogła tego znieść;dżem
Śmiać się czy płakać, śmiać się czy grać;dżem
Zanim opuszczą nas ptaki;wodecki
Przez wieś przebiegł dreszcz;wodecki
Reszta jest milczeniem;dżem
Czy kiedyś znowu spotkam Ciebie;dżem
A przecież cyrk ciągle trwa.;wodecki
Jesteśmy jak zimą cyrk;wodecki
Teraz okaż dzielność swą!;wodecki
Kwiaty i wnuki;wodecki
W którym się miniemy znów;wodecki
miłości twej, miłości pragnąc twej!;wodecki
Boże daj dom, Boże daj dom,;dżem
Paryż, ani Praha Zlata, żadne skarby świata i wszechświata też;wodecki
Brak, brak, brak;dżem
Nie zobaczą nawet kiedy jest już źle.;dżem
Pech zmieniłaś w miód i śmiech/;wodecki
Zawsze idź za głosem serca,;wodecki
Nawet marzenia o uśmiechu Mona Lisy;wodecki
Chwila, która trwa;dżem
(W skórę Robinsona wejść);wodecki
Radosny głowy skłon;wodecki
Daj mi chleba z dżemem;dżem
chwyć w dzielną dłoń groźną swą broń!;wodecki
życie mi zbrzydło z zepsutą igłą,;wodecki
Zawsze będę żył już tak!;dżem
Nie mogę tak odejść, gdy kusi mnie grzech,;dżem
śnić z Tobą Twoje sny;dżem
Dawno już zabrali mi;dżem
I niegdyś słynny duet dusz;wodecki
Nie wiem sam, odwagi mi brak,;dżem
Aż przechodzi dreszcz! (dreszcz);wodecki
Chwytaj dzień!;wodecki
Byłem cieniem;dżem
Wzrostu pół metra, duże czarne oczy;wodecki
Przez długi nawet czas nie słyszeć nic (nie słyszeć nic);wodecki
jednak ze swej listy nie skreślaj proszę mnie;dżem
dzieci będzie miał moc,;wodecki
dzieci będzie miał moc,;wodecki
A zaczniesz na nowo żyć.;dżem
Kto wie?;dżem
Wciąż pod wiatr;wodecki
Żyjcie w zgodzie z ptakami.;dżem
Zupełnie nic;dżem
tak by znaleźć swój rytm.;wodecki
A czy się znalazły trzy piórka przepiórki?;wodecki
(Tak drażni mnie);wodecki
a moje serce dławił cień;dżem
To naiwność, to błąd;wodecki
Podali w radiu, Krysiu;wodecki
No kto choć jeden kupi dziś ( kto...);dżem
Ona duszyczkę miała romantyczną;wodecki
Zwykły uśmiech, ludzki gest,;dżem
z całej siły go łap!;wodecki
I nie znam też nikogo tu,;dżem
Kocham Cię, już wiem;dżem
I nie wypaść ze swej roli, tego co pierwszy raz,;dżem
Gdy śpiewam ten kuplecik,;wodecki
Jak na jakichś Bermudach;wodecki
I lunął straszny deszcz.;dżem
Ja tobie dzisiaj na złość;dżem
Trochę piekła, trochę nieba;dżem
Choć tak łatwo zejść...;dżem
Ciepły wiatr i łąki w kwiatach, nić babiego lata, świerszczy wielki chór,;wodecki
Hej Alabama...;dżem
Słodki że daj na luz;dżem
Nie oszczędzaj sił;dżem
Na ulicy setki aut i krzyk.;dżem
No i wódy wódy brak.;dżem
Chałupy welcome to sun of Yamaica blues;wodecki
Kocham Cie, już wiem;dżem
La la la, la la la la la la la la;wodecki
Chcą opalać sztruks;wodecki
Że kominiarzy jutro zlot;wodecki
Dama pik i dama kier;dżem
Nie mam wielu zalet, nie mam wielu wad;dżem
To jedno z okamgnień;wodecki
Pośród trawy;wodecki
Odpalam szybko swą maszynę;dżem
Daj mi chleba z dżemem;dżem
sam wiesz, jak gra,;wodecki
Puste kieszenie i torba pełna snów;dżem
Uwielbiam kobiety i kocham muzykę;wodecki
Zbyt wiele bólu doznał, za dużo wylał łez;dżem
I wtedy ja poprostu wiem;dżem
Dobranoc! - Pozwól lica. Chcesz na sługi klasnąć?;wodecki
Uśmiecha się cały czas;wodecki
Jak forsę masz, jak forsę masz,;dżem
Gdzie dopalą się do końca;wodecki
więc na czym grać mam ten włoski standard?;wodecki
Ani dużo ani mało;dżem
nie wiedząc o tym, nie;dżem
Tak to Twój ojciec...;dżem
Pech zmieniłaś w miód i śmiech;wodecki
Głuche milczenie, wtem na arenie;wodecki
Bowiem tak to jest;wodecki
A w oczach pojawił się strach.;dżem
I jedna z wiernych dwóch dusz;wodecki
Nie mam wielu zalet, nie mam wielu wad;dżem
Czas do przodu ciągle gna;dżem
Choć przestrzegał: Zgnoją Cię!;dżem
Chwytaj dzień,;wodecki
Znajdziesz słabość swą i marzenia blask;dżem
Coraz bliżej brzeg;wodecki
No, Jeszcze jeden, jeden raz!;dżem
zbudź się;wodecki
Coraz bliżej brzeg;wodecki
Bliskość dna;wodecki
Odejść chcę, bo naprawdę siły;dżem
już noc;wodecki
I żaden klucz, i żaden klucz;dżem
Czas do przodu ciągle gna;dżem
Dzikość w moim sercu,;dżem
Saraceński to miecz!;wodecki
Nakładasz lat makijaż;wodecki
Już powolutku nakręcam się;dżem
Niech anioł snu modrymi skrzydły cię otoczy,;wodecki
Jeszcze wczoraj;dżem
bujam się i broda rośnie mi;dżem
Czary mary stał się cud;wodecki
Jeździ się po to żeby żyć...;dżem
Żaden by tego nie zrobił fachowiec;wodecki
Idź własną drogą;dżem
W szalonym tempie trzeba żyć;dżem
nie pożądaj zła,;wodecki
W szalonym tempie trzeba żyć!;dżem
Dołem błądzi Jaś i Małgosia;wodecki
Z moją mamą wypić kawę;dżem
Rogów cios i koń zraniony;wodecki
Że nie obrósł jakoś ciałem mit;wodecki
Wylałem morze łez.;dżem
Zdejmuję spodnie z rypsu,;wodecki
No kto wie?;dżem
No bo puste mam kieszenie,;dżem
Prawie nic;dżem
Chwytaj dzień,;wodecki
Kiedyś coś, coś we mnie pęknie;dżem
ich słuchać racz,;wodecki
Czary mary stał się cud;wodecki
Grymas ust i twój zimny wzrok;dżem
Ten dzisiejszy - to nie ja;wodecki
Do zamka nie pasuje, nie pasuje.;dżem
jedno słowo, a tyle mieści się;dżem
Lecz kiedy w mieście czasem mija, ja...;wodecki
Ojciec jak z żurnala mód.;dżem
Więc powiem ci;dżem
Siejąc smutek i zwątpienie;dżem
Słodkie ananasy, ani mgła najcieńszych tkanin, wachlarz strusich piór,;wodecki
że w tym właśnie sens 2x;dżem
To jedno z okamgnień;wodecki
Wtedy krzyknął ktoś;dżem
I pod narkozą nieba pięknie, lekko trwaj i trwaj!;wodecki
Chałupy welcome to!;wodecki
jak mocno kocham Cię;dżem
Nie wiem jak to się stało, ona chyba już śpi,;dżem
My, piechota Pana Boga;wodecki
Dlaczego uciekasz jak złodziej;wodecki
a prawą rozbił lustro;wodecki
I nie jeden przegnał, lecz (nie);dżem
Już widać go stąd;wodecki
gdy powiedziałem jej, że;dżem
chodzisz za mną jak cień.;dżem
aby czuć życia smak.;wodecki
Nakładasz lat makijaż;wodecki
a jednak czegoś nam żal, czegoś nam żal;dżem
jak mocno ja;dżem
Co kto robi jego rzecz.;dżem
Przejdzie im ten luz?;wodecki
Tobie też, tobie też;wodecki
zrozumiałem,że;dżem
Bo przecież nie wiesz,;dżem
Cały ten świat nie znaczy nic a nic...;dżem
Jej czerń nagle odmieniła;dżem
Dlaczego uciekasz jak złodziej;wodecki
I znów pada deszcz (pada deszcz);wodecki
A więc jesień, którą tak lubisz, naprawdę się zbliża;wodecki
Kiedyś przez droge;dżem
zimno mi..zimno mi;dżem
niesie dziś całemu światu;wodecki
Chciałby żyć inaczej chciałby być nawet sam.;dżem
Blues Alabama, Alabama;dżem
Dotąd - stąd;wodecki
Słodki że daje na luz;dżem
Jesteśmy jak zimą cyrk;wodecki
I śmiech był niejeden raz;dżem
Może sadzić kaktusy;wodecki
Najwyżej tylko nagle zmienia strój;wodecki
Już nie do śmiechu nam;wodecki
Masz niby rodzinę, niby wszystko gra.;dżem
Bo, sami widzicie, nie jestem już smykiem;wodecki
Pomnij, że piękne dziewczę w chwili tej;wodecki
Że nic nie kończy się;wodecki
Górą wiatr będzie wiał;wodecki
Mam przecież na papierze;wodecki
Pytasz mnie, jak powstrzymać ten czas?;wodecki
Powoli szli.;wodecki
Albo być, albo mieć;dżem
Pewnie ciężki znów będzie dzień,;dżem
Zdejmuję spodnie z rypsu,;wodecki
Pan wielkiego majestatu;wodecki
Nie spiesz się w ten słoneczny dzień, Ty wiesz:;dżem
W nasz październik;wodecki
Czemu zwiastujesz rozstania;wodecki
Z naiwności w oczach chłopca;dżem
ubrana w sukienkę z mgły;dżem
tak jak Bóg nam dał;dżem
